name,state,year,state_pop,Male,female,white,share_white,Black,share_black,India,share India,Asian,share_asian,overage18,share_18,overage65, share_65 ,median_income,mean_income, Unemp_rate ,Pop_change,rental,rental_grow
Nebraska,NE,2022,"5,282,634","2,569,909","2,712,725","3,669,988",0.69,"1,422,289",0.27,"93,007",0.02,"125,957",0.02,"4,038,730",0.76,"1,008,618",0.191,"64,115","88,704",0.044,"91,929",1494.07744,0.133203175
Nevada,NV,2022,"909,824","462,457","447,367","788,992",0.87,"31,480",0.03,"94,520",0.1,"20,571",0.02,"678,094",0.75,"165,909",0.182,"69,728","90,806",0.028,"14,448",1107.351633,0.108636083
New Mexico,NM,2022,"7,051,339","3,462,618","3,588,721","5,608,488",0.8,"1,222,072",0.17,"124,595",0.02,"181,166",0.03,"5,321,396",0.75,"1,217,964",0.173,"65,254","89,799",0.034,"76,121",1332.90704,0.113236749
New York,NY,2022,"30,029,572","15,021,141","15,008,431","21,197,710",0.71,"4,174,893",0.14,"745,891",0.02,"1,953,033",0.07,"19,944,824",0.66,"4,037,085",0.134,"72,284","101,738",0.044,"501,631",1305.428596,0.073116079
North Dakota,ND,2022,"3,380,800","1,716,117","1,664,683","2,963,863",0.88,"72,719",0.02,"79,942",0.02,"130,531",0.04,"2,292,929",0.68,"403,699",0.119,"89,168","114,044",0.027,"42,825",1821.038869,0.03876221
Ohio,OH,2022,"647,064","320,698","326,366","622,650",0.96,"13,652",0.02,"11,480",0.02,"16,724",0.03,"524,801",0.81,"139,827",0.216,"73,991","97,261",0.028,"1,494",1819.694929,0.126130351
Oklahoma,OK,2022,"8,683,619","4,299,314","4,384,305","5,960,289",0.69,"1,847,065",0.21,"142,118",0.02,"753,832",0.09,"6,414,892",0.74,"1,462,042",0.168,"85,873","119,058",0.036,"41,345",1516.635078,0.11213898
Rhode Island,RI,2022,"7,785,786","3,930,411","3,855,375","6,046,666",0.78,"478,437",0.06,"274,556",0.04,"988,085",0.13,"5,589,388",0.72,"1,309,142",0.168,"91,306","125,847",0.041,"47,094",1574.728351,0.005208647
South Carolina,SC,2022,"1,775,156","882,101","893,055","1,684,955",0.95,"83,409",0.05,"26,667",0.02,"22,559",0.01,"1,410,780",0.79,"376,162",0.212,"54,329","75,265",0.047,"-7,803",1001.089824,0.062464143
West Virginia,WV,2022,"5,892,539","2,958,771","2,933,768","5,188,177",0.88,"446,699",0.08,"119,776",0.02,"218,713",0.04,"4,511,381",0.77,"1,102,386",0.187,"70,996","94,085",0.028,"-3,369",1041.154639,0.025003223
Wisconsin,WI,2022,"581,381","297,855","283,526","538,604",0.93,"8,116",0.01,"23,632",0.04,"8,821",0.02,"442,829",0.76,"107,988",0.186,"70,042","90,018",0.038,"2,578",1018.546394,0.095958648
